BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF
64,32,58,0.00394400000005,5.088026,1.306993,6.404633,8.361794,10.752,0.412333333333,409.091,420.255333333,786.6,404,226,1.94702970297,3.48053097345,1.87171925639,46.5731841681,-4.02359735974,-85.9536873156
64,32,70,0.0041229999988,4.971791,1.233165,6.220337,7.62414,10.752,0.324,414.04,425.116,786.6,404,226,1.94702970297,3.48053097345,1.8503185013,45.955250445,-5.22673267327,-88.1044247788
64,32,82,0.0040910000007,4.917755,1.196848,6.12479,6.720145,10.752,0.281,417.866,428.899,786.6,404,226,1.94702970297,3.48053097345,1.83399821403,45.4743198576,-6.16311881188,-89.7783185841
64,32,94,0.00402399999984,4.783668,1.145446,5.938752,5.352146,10.752,0.177333333333,432.578,443.507333333,786.6,404,226,1.94702970297,3.48053097345,1.7735896137,43.6171709467,-9.77904290429,-96.2421828909
128,8,10,0.00406800000019,23.789488,5.578741,29.551357,236.66397,0.576,60.7913333333,155.732,217.099333333,786.6,404,226,1.94702970297,3.48053097345,3.62322623438,72.40028816,46.2625412541,3.9383480826
128,8,22,0.0042199999989,7.226392,2.381157,9.681234,72.458437,0.576,16.584,164.607,181.767,786.6,404,226,1.94702970297,3.48053097345,4.32751819637,76.8920671243,55.0081683168,19.5721238938
128,8,34,0.00407199999972,3.505431,1.451437,4.987938,31.868297,0.576,6.41766666667,168.784,175.777666667,786.6,404,226,1.94702970297,3.48053097345,4.47497122312,77.6534875837,56.4906765677,22.2222713864
128,8,46,0.00408299999981,1.801267,0.986327000001,2.805584,14.984382,0.576,2.7835,170.096,173.4555,786.6,404,226,1.94702970297,3.48053097345,4.53488070427,77.9487032799,57.065470297,23.2497787611
128,8,58,0.00411100000019,0.93413,0.689132000001,1.635874,7.228032,0.576,1.22333333333,165.906,167.705333333,786.6,404,226,1.94702970297,3.48053097345,4.69036961655,78.6797186202,58.4887788779,25.794100295
128,8,70,0.00802100000146,0.605619,0.523869999999,1.146265,4.254917,0.576,0.620166666667,165.566,166.762166667,786.6,404,226,1.94702970297,3.48053097345,4.71689721789,78.7996228494,58.7222359736,26.2114306785
128,8,82,0.0039680000009,0.467757999999,0.441508999998,0.919319999999,2.998742,0.576,0.3355,172.994,173.9055,786.6,404,226,1.94702970297,3.48053097345,4.52314619147,77.891495042,56.9540841584,23.0506637168
128,8,94,0.00418300000092,0.389161999999,0.357508999999,0.756807,1.996244,0.576,0.113,211.763,212.452,786.6,404,226,1.94702970297,3.48053097345,3.70248338448,72.9911009408,47.4128712871,5.99469026549
128,12,10,0.00402300000133,30.356299,5.66093,36.161183,242.426589,0.864,35.9898333333,235.858,272.711833333,786.6,404,226,1.94702970297,3.48053097345,2.88436328701,65.3303034155,32.4970709571,-20.6689528024
128,12,22,0.00531500000034,10.33639,2.580871,12.957243,64.786135,0.864,8.7115,247.139,256.7145,786.6,404,226,1.94702970297,3.48053097345,3.06410428706,67.3640350877,36.4568069307,-13.5904867257
128,12,34,0.00398200000018,4.561875,1.580324,6.162548,26.004224,0.864,3.14766666667,244.405,248.416666667,786.6,404,226,1.94702970297,3.48053097345,3.16645421,68.4189338079,38.5107260726,-9.91887905605
128,12,46,0.0039680000009,2.08663,1.057028,3.158588,11.405072,0.864,1.31416666667,238.053,240.231166667,786.6,404,226,1.94702970297,3.48053097345,3.27434616796,69.4595516569,40.536839934,-6.29697640118
128,12,58,0.00386699999945,1.108506,0.785491000001,1.905548,6.518838,0.864,0.656333333333,234.242,235.762333333,786.6,404,226,1.94702970297,3.48053097345,3.3364108205,70.0276718366,41.6429867987,-4.31961651917
128,12,70,0.00477099999989,0.879704999999,0.646712,1.537488,4.576924,0.864,0.4,236.351,237.615,786.6,404,226,1.94702970297,3.48053097345,3.31039707089,69.792143402,41.1844059406,-5.13938053097
